id,family,n,precision,selected,correct,oracle,reference_correct,selection_changed
f1-01,1,4,4,603,False,False,False,False
f1-02,1,4,4,483,False,False,False,False
f1-04,1,4,4,105,True,True,True,False
f1-05,1,4,4,215,False,False,False,True
f1-07,1,4,4,730,False,False,False,False
f1-08,1,4,4,398,False,False,False,True
f1-10,1,4,4,243,False,True,False,True
f1-11,1,4,4,42,False,True,False,False
f1-13,1,4,4,517,False,False,False,True
f1-14,1,4,4,1265,False,False,False,False
f1-16,1,4,4,389,False,False,False,True
f1-17,1,4,4,1245,False,False,False,False
f1-19,1,4,4,730,False,False,False,False
f1-20,1,4,4,174,False,False,False,True
f1-22,1,4,4,595,False,False,False,True
f1-23,1,4,4,310,False,False,False,True
f1-25,1,4,4,131,False,False,False,True
f1-26,1,4,4,361,False,False,False,False
f1-28,1,4,4,412,False,False,False,True
f1-29,1,4,4,805,False,False,False,True
f2-01,2,4,4,835,False,False,False,True
f2-02,2,4,4,706,False,False,False,True
f2-04,2,4,4,715,False,False,False,False
f2-05,2,4,4,724,False,True,True,True
f2-07,2,4,4,623,False,False,False,True
f2-08,2,4,4,144,False,True,False,False
f2-10,2,4,4,294,False,False,False,False
f2-11,2,4,4,1197,False,True,False,True
f2-13,2,4,4,1615,False,False,False,True
f2-14,2,4,4,802,False,False,False,True
f2-16,2,4,4,1335,False,False,False,False
f2-17,2,4,4,183,False,False,False,False
f2-19,2,4,4,351,False,False,False,False
f2-20,2,4,4,603,False,False,False,True
f2-22,2,4,4,686,False,True,False,True
f2-23,2,4,4,368,False,True,True,True
f2-25,2,4,4,157,False,False,False,True
f2-26,2,4,4,1452,False,False,False,True
f2-28,2,4,4,2003,False,False,False,True
f2-29,2,4,4,263,False,True,False,False
f3-01,3,4,4,474,False,True,False,True
f3-02,3,4,4,66,False,False,False,False
f3-04,3,4,4,124,False,True,False,False
f3-05,3,4,4,11,False,False,False,True
f3-07,3,4,4,290,False,True,False,False
f3-08,3,4,4,386,False,False,False,True
f3-10,3,4,4,370,False,False,False,True
f3-11,3,4,4,175,False,False,False,False
f3-13,3,4,4,15,False,False,False,False
f3-14,3,4,4,335,False,False,False,True
f3-16,3,4,4,292,False,True,False,True
f3-17,3,4,4,971,False,False,False,True
f3-19,3,4,4,154,False,True,False,True
f3-20,3,4,4,540,False,False,False,False
f3-22,3,4,4,579,False,False,False,True
f3-23,3,4,4,685,False,True,False,True
f3-25,3,4,4,150,False,False,False,True
f3-26,3,4,4,115,False,False,False,False
f3-28,3,4,4,225,False,False,False,False
f3-29,3,4,4,107,False,False,False,True
f0-01,0,8,native,38,True,True,True,False
f0-02,0,8,native,45,False,False,False,False
f0-04,0,8,native,85,False,True,False,False
f0-05,0,8,native,54,True,True,True,False
f0-07,0,8,native,54,False,False,False,False
f0-08,0,8,native,48,False,False,False,False
f0-10,0,8,native,67,False,False,False,False
f0-11,0,8,native,22,False,False,False,False
f0-13,0,8,native,65,False,True,False,False
f0-14,0,8,native,58,False,True,False,False
f0-16,0,8,native,85,False,False,False,False
f0-17,0,8,native,35,False,True,False,False
f0-19,0,8,native,57,False,True,False,False
f0-20,0,8,native,38,False,True,False,False
f0-22,0,8,native,45,False,False,False,False
f0-23,0,8,native,33,False,True,False,False
f0-25,0,8,native,15,False,True,False,False
f0-26,0,8,native,72,False,True,False,False
f0-28,0,8,native,85,False,False,False,False
f0-29,0,8,native,39,False,True,False,False
f1-01,1,8,native,603,False,True,False,False
f1-02,1,8,native,484,False,False,False,False
f1-04,1,8,native,105,True,True,True,False
f1-05,1,8,native,225,False,True,False,False
f1-07,1,8,native,730,False,False,False,False
f1-08,1,8,native,435,False,False,False,False
f1-10,1,8,native,282,False,True,False,False
f1-11,1,8,native,42,False,True,False,False
f1-13,1,8,native,484,False,False,False,False
f1-14,1,8,native,1265,False,False,False,False
f1-16,1,8,native,361,False,False,False,False
f1-17,1,8,native,1245,False,False,False,False
f1-19,1,8,native,730,False,True,False,False
f1-20,1,8,native,145,True,True,True,False
f1-22,1,8,native,575,True,True,True,False
f1-23,1,8,native,288,False,False,False,False
f1-25,1,8,native,85,False,False,False,False
f1-26,1,8,native,361,False,False,False,False
f1-28,1,8,native,372,False,False,False,False
f1-29,1,8,native,772,False,False,False,False
f2-01,2,8,native,831,False,False,False,False
f2-02,2,8,native,736,False,False,False,False
f2-04,2,8,native,742,False,False,False,False
f2-05,2,8,native,735,False,True,False,False
f2-07,2,8,native,612,True,True,True,False
f2-08,2,8,native,144,False,True,False,False
f2-10,2,8,native,294,False,True,False,False
f2-11,2,8,native,1245,False,True,False,False
f2-13,2,8,native,1645,False,True,False,False
f2-14,2,8,native,762,False,False,False,False
f2-16,2,8,native,1335,False,False,False,False
f2-17,2,8,native,183,False,False,False,False
f2-19,2,8,native,324,False,True,False,False
f2-20,2,8,native,572,False,False,False,False
f2-22,2,8,native,732,False,True,False,False
f2-23,2,8,native,342,True,True,True,False
f2-25,2,8,native,130,True,True,True,False
f2-26,2,8,native,1441,False,False,False,False
f2-28,2,8,native,1962,False,False,False,False
f2-29,2,8,native,282,False,True,False,False
f3-01,3,8,native,500,False,True,False,False
f3-02,3,8,native,66,False,True,False,False
f3-04,3,8,native,112,False,True,False,False
f3-05,3,8,native,26,False,False,False,False
f3-07,3,8,native,290,False,True,False,False
f3-08,3,8,native,425,False,False,False,False
f3-10,3,8,native,420,False,False,False,False
f3-11,3,8,native,175,False,False,False,False
f3-13,3,8,native,15,False,True,False,False
f3-14,3,8,native,372,False,False,False,False
f3-16,3,8,native,289,False,True,False,False
f3-17,3,8,native,974,False,False,False,False
f3-19,3,8,native,114,False,True,False,False
f3-20,3,8,native,540,False,False,False,False
f3-22,3,8,native,560,True,True,True,False
f3-23,3,8,native,670,False,True,False,False
f3-25,3,8,native,127,False,False,False,False
f3-26,3,8,native,85,False,False,False,False
f3-28,3,8,native,225,False,True,False,False
f3-29,3,8,native,90,False,False,False,False
f0-01,0,8,8,38,True,True,True,False
f0-02,0,8,8,80,False,False,False,True
f0-04,0,8,8,85,False,True,False,False
f0-05,0,8,8,82,False,True,True,True
f0-07,0,8,8,54,False,False,False,False
f0-08,0,8,8,48,False,False,False,False
f0-10,0,8,8,67,False,False,False,False
f0-11,0,8,8,45,False,False,False,True
f0-13,0,8,8,65,False,True,False,False
f0-14,0,8,8,58,False,True,False,False
f0-16,0,8,8,85,False,False,False,False
f0-17,0,8,8,35,False,True,False,False
f0-19,0,8,8,75,True,True,False,True
f0-20,0,8,8,38,False,True,False,False
f0-22,0,8,8,75,False,False,False,True
f0-23,0,8,8,33,False,True,False,False
f0-25,0,8,8,15,False,True,False,False
f0-26,0,8,8,72,False,True,False,False
f0-28,0,8,8,85,False,False,False,False
f0-29,0,8,8,39,False,True,False,False
f1-01,1,8,8,650,False,True,False,True
f1-02,1,8,8,484,False,False,False,False
f1-04,1,8,8,105,True,True,True,False
f1-05,1,8,8,225,False,True,False,False
f1-07,1,8,8,730,False,False,False,False
f1-08,1,8,8,440,False,False,False,True
f1-10,1,8,8,243,False,True,False,True
f1-11,1,8,8,42,False,True,False,False
f1-13,1,8,8,484,False,False,False,False
f1-14,1,8,8,1265,False,False,False,False
f1-16,1,8,8,361,False,False,False,False
f1-17,1,8,8,1245,False,False,False,False
f1-19,1,8,8,730,False,True,False,False
f1-20,1,8,8,145,True,True,True,False
f1-22,1,8,8,575,True,True,True,False
f1-23,1,8,8,288,False,False,False,False
f1-25,1,8,8,85,False,False,False,False
f1-26,1,8,8,361,False,False,False,False
f1-28,1,8,8,375,False,False,False,True
f1-29,1,8,8,768,False,False,False,True
f2-01,2,8,8,840,False,False,False,True
f2-02,2,8,8,736,False,False,False,False
f2-04,2,8,8,755,False,False,False,True
f2-05,2,8,8,735,False,True,False,False
f2-07,2,8,8,612,True,True,True,False
f2-08,2,8,8,144,False,True,False,False
f2-10,2,8,8,294,False,True,False,False
f2-11,2,8,8,1245,False,True,False,False
f2-13,2,8,8,1640,False,True,False,True
f2-14,2,8,8,762,False,False,False,False
f2-16,2,8,8,1335,False,False,False,False
f2-17,2,8,8,183,False,False,False,False
f2-19,2,8,8,324,False,True,False,False
f2-20,2,8,8,572,False,False,False,False
f2-22,2,8,8,732,False,True,False,False
f2-23,2,8,8,368,False,True,True,True
f2-25,2,8,8,130,True,True,True,False
f2-26,2,8,8,1440,False,False,False,True
f2-28,2,8,8,2002,False,False,False,True
f2-29,2,8,8,282,False,True,False,False
f3-01,3,8,8,474,False,True,False,True
f3-02,3,8,8,66,False,True,False,False
f3-04,3,8,8,112,False,True,False,False
f3-05,3,8,8,26,False,False,False,False
f3-07,3,8,8,290,False,True,False,False
f3-08,3,8,8,392,False,False,False,True
f3-10,3,8,8,420,False,False,False,False
f3-11,3,8,8,175,False,False,False,False
f3-13,3,8,8,15,False,True,False,False
f3-14,3,8,8,382,False,False,False,True
f3-16,3,8,8,289,False,True,False,False
f3-17,3,8,8,974,False,False,False,False
f3-19,3,8,8,114,False,True,False,False
f3-20,3,8,8,540,False,False,False,False
f3-22,3,8,8,545,False,True,True,True
f3-23,3,8,8,650,False,True,False,True
f3-25,3,8,8,125,False,False,False,True
f3-26,3,8,8,85,False,False,False,False
f3-28,3,8,8,225,False,True,False,False
f3-29,3,8,8,90,False,False,False,False
f0-01,0,8,4,41,False,True,True,True
f0-02,0,8,4,55,False,False,False,True
f0-04,0,8,4,85,False,True,False,False
f0-05,0,8,4,52,False,True,True,True
f0-07,0,8,4,54,False,False,False,False
f0-08,0,8,4,40,False,False,False,True
f0-10,0,8,4,15,False,False,False,True
f0-11,0,8,4,22,False,False,False,False
f0-13,0,8,4,66,False,True,False,True
f0-14,0,8,4,58,False,True,False,False
f0-16,0,8,4,64,False,False,False,True
f0-17,0,8,4,35,False,True,False,False
f0-19,0,8,4,54,False,True,False,True
f0-20,0,8,4,62,False,True,False,True
f0-22,0,8,4,45,False,False,False,False
f0-23,0,8,4,31,True,True,False,True
f0-25,0,8,4,15,False,True,False,False
f0-26,0,8,4,60,False,True,False,True
f0-28,0,8,4,53,False,False,False,True
f0-29,0,8,4,31,True,True,False,True
f1-01,1,8,4,653,False,True,False,True
f1-02,1,8,4,483,False,False,False,True
f1-04,1,8,4,105,True,True,True,False
f1-05,1,8,4,225,False,True,False,False
f1-07,1,8,4,730,False,False,False,False
f1-08,1,8,4,435,False,False,False,False
f1-10,1,8,4,243,False,True,False,True
f1-11,1,8,4,42,False,True,False,False
f1-13,1,8,4,517,False,False,False,True
f1-14,1,8,4,1265,False,False,False,False
f1-16,1,8,4,361,False,False,False,False
f1-17,1,8,4,1245,False,False,False,False
f1-19,1,8,4,730,False,True,False,False
f1-20,1,8,4,173,False,True,True,True
f1-22,1,8,4,575,True,True,True,False
f1-23,1,8,4,310,False,False,False,True
f1-25,1,8,4,131,False,False,False,True
f1-26,1,8,4,361,False,False,False,False
f1-28,1,8,4,375,False,False,False,True
f1-29,1,8,4,783,False,False,False,True
f2-01,2,8,4,825,False,False,False,True
f2-02,2,8,4,706,False,False,False,True
f2-04,2,8,4,715,False,False,False,True
f2-05,2,8,4,724,False,True,False,True
f2-07,2,8,4,623,False,True,True,True
f2-08,2,8,4,144,False,True,False,False
f2-10,2,8,4,294,False,True,False,False
f2-11,2,8,4,1245,False,True,False,False
f2-13,2,8,4,1615,False,True,False,True
f2-14,2,8,4,802,False,False,False,True
f2-16,2,8,4,1335,False,False,False,False
f2-17,2,8,4,183,False,False,False,False
f2-19,2,8,4,351,False,True,False,True
f2-20,2,8,4,603,False,False,False,True
f2-22,2,8,4,686,False,True,False,True
f2-23,2,8,4,368,False,True,True,True
f2-25,2,8,4,130,True,True,True,False
f2-26,2,8,4,1452,False,False,False,True
f2-28,2,8,4,2003,False,False,False,True
f2-29,2,8,4,263,False,True,False,True
f3-01,3,8,4,495,False,True,False,True
f3-02,3,8,4,66,False,True,False,False
f3-04,3,8,4,124,False,True,False,True
f3-05,3,8,4,26,False,False,False,False
f3-07,3,8,4,290,False,True,False,False
f3-08,3,8,4,392,False,False,False,True
f3-10,3,8,4,370,False,False,False,True
f3-11,3,8,4,175,False,False,False,False
f3-13,3,8,4,15,False,True,False,False
f3-14,3,8,4,382,False,False,False,True
f3-16,3,8,4,292,False,True,False,True
f3-17,3,8,4,971,False,False,False,True
f3-19,3,8,4,154,False,True,False,True
f3-20,3,8,4,540,False,False,False,False
f3-22,3,8,4,545,False,True,True,True
f3-23,3,8,4,685,False,True,False,True
f3-25,3,8,4,150,False,False,False,True
f3-26,3,8,4,115,False,False,False,True
f3-28,3,8,4,243,False,True,False,True
f3-29,3,8,4,107,False,False,False,True
f0-01,0,16,native,51,False,True,False,False
f0-02,0,16,native,45,False,True,False,False
f0-04,0,16,native,85,False,True,False,False
f0-05,0,16,native,54,True,True,True,False
f0-07,0,16,native,54,False,True,False,False
f0-08,0,16,native,48,False,True,False,False
f0-10,0,16,native,65,False,True,False,False
f0-11,0,16,native,22,False,True,False,False
f0-13,0,16,native,65,False,True,False,False
f0-14,0,16,native,58,False,True,False,False
f0-16,0,16,native,70,False,True,False,False
f0-17,0,16,native,44,False,True,False,False
f0-19,0,16,native,90,False,True,False,False
f0-20,0,16,native,38,False,True,False,False
f0-22,0,16,native,45,False,True,False,False
f0-23,0,16,native,18,False,True,False,False
f0-25,0,16,native,15,False,True,False,False
f0-26,0,16,native,72,False,True,False,False
f0-28,0,16,native,85,False,True,False,False
f0-29,0,16,native,45,False,True,False,False
f1-01,1,16,native,648,False,True,False,False
f1-02,1,16,native,484,False,True,False,False
f1-04,1,16,native,105,True,True,True,False
f1-05,1,16,native,225,False,True,False,False
f1-07,1,16,native,730,False,True,False,False
f1-08,1,16,native,425,True,True,True,False
f1-10,1,16,native,282,False,True,False,False
f1-11,1,16,native,42,False,True,False,False
f1-13,1,16,native,484,False,True,False,False
f1-14,1,16,native,1265,False,True,False,False
f1-16,1,16,native,361,False,True,False,False
f1-17,1,16,native,1245,False,True,False,False
f1-19,1,16,native,730,False,True,False,False
f1-20,1,16,native,145,True,True,True,False
f1-22,1,16,native,575,True,True,True,False
f1-23,1,16,native,288,False,True,False,False
f1-25,1,16,native,105,True,True,True,False
f1-26,1,16,native,361,False,True,False,False
f1-28,1,16,native,372,False,True,False,False
f1-29,1,16,native,792,True,True,True,False
f2-01,2,16,native,837,False,True,False,False
f2-02,2,16,native,736,False,True,False,False
f2-04,2,16,native,742,False,True,False,False
f2-05,2,16,native,735,False,True,False,False
f2-07,2,16,native,612,True,True,True,False
f2-08,2,16,native,144,False,True,False,False
f2-10,2,16,native,294,False,True,False,False
f2-11,2,16,native,1245,False,True,False,False
f2-13,2,16,native,1630,False,True,False,False
f2-14,2,16,native,762,False,True,False,False
f2-16,2,16,native,1335,False,True,False,False
f2-17,2,16,native,183,False,True,False,False
f2-19,2,16,native,324,False,True,False,False
f2-20,2,16,native,576,True,True,True,False
f2-22,2,16,native,730,False,True,False,False
f2-23,2,16,native,315,False,True,False,False
f2-25,2,16,native,120,False,True,False,False
f2-26,2,16,native,1441,False,True,False,False
f2-28,2,16,native,1975,False,True,False,False
f2-29,2,16,native,289,False,True,False,False
f3-01,3,16,native,475,False,True,False,False
f3-02,3,16,native,66,False,True,False,False
f3-04,3,16,native,90,False,True,False,False
f3-05,3,16,native,26,False,True,False,False
f3-07,3,16,native,289,False,True,False,False
f3-08,3,16,native,425,False,True,False,False
f3-10,3,16,native,420,False,True,False,False
f3-11,3,16,native,175,False,True,False,False
f3-13,3,16,native,25,False,True,False,False
f3-14,3,16,native,372,False,True,False,False
f3-16,3,16,native,289,False,True,False,False
f3-17,3,16,native,975,True,True,True,False
f3-19,3,16,native,130,False,True,False,False
f3-20,3,16,native,529,True,True,True,False
f3-22,3,16,native,540,False,True,False,False
f3-23,3,16,native,670,False,True,False,False
f3-25,3,16,native,162,False,True,False,False
f3-26,3,16,native,85,False,True,False,False
f3-28,3,16,native,225,False,True,False,False
f3-29,3,16,native,84,False,True,False,False
f0-01,0,16,8,38,True,True,False,True
f0-02,0,16,8,80,False,True,False,True
f0-04,0,16,8,85,False,True,False,False
f0-05,0,16,8,82,False,True,True,True
f0-07,0,16,8,54,False,True,False,False
f0-08,0,16,8,48,False,True,False,False
f0-10,0,16,8,65,False,True,False,False
f0-11,0,16,8,45,False,True,False,True
f0-13,0,16,8,65,False,True,False,False
f0-14,0,16,8,58,False,True,False,False
f0-16,0,16,8,72,False,True,False,True
f0-17,0,16,8,44,False,True,False,False
f0-19,0,16,8,90,False,True,False,False
f0-20,0,16,8,67,False,True,False,True
f0-22,0,16,8,75,False,True,False,True
f0-23,0,16,8,18,False,True,False,False
f0-25,0,16,8,15,False,True,False,False
f0-26,0,16,8,72,False,True,False,False
f0-28,0,16,8,85,False,True,False,False
f0-29,0,16,8,45,False,True,False,False
f1-01,1,16,8,620,False,True,False,True
f1-02,1,16,8,484,False,True,False,False
f1-04,1,16,8,105,True,True,True,False
f1-05,1,16,8,225,False,True,False,False
f1-07,1,16,8,730,False,True,False,False
f1-08,1,16,8,440,False,True,True,True
f1-10,1,16,8,243,False,True,False,True
f1-11,1,16,8,42,False,True,False,False
f1-13,1,16,8,484,False,True,False,False
f1-14,1,16,8,1265,False,True,False,False
f1-16,1,16,8,361,False,True,False,False
f1-17,1,16,8,1245,False,True,False,False
f1-19,1,16,8,730,False,True,False,False
f1-20,1,16,8,145,True,True,True,False
f1-22,1,16,8,575,True,True,True,False
f1-23,1,16,8,330,False,True,False,True
f1-25,1,16,8,105,True,True,True,False
f1-26,1,16,8,361,False,True,False,False
f1-28,1,16,8,375,False,True,False,True
f1-29,1,16,8,792,True,True,True,False
f2-01,2,16,8,840,False,True,False,True
f2-02,2,16,8,736,False,True,False,False
f2-04,2,16,8,755,False,True,False,True
f2-05,2,16,8,735,False,True,False,False
f2-07,2,16,8,612,True,True,True,False
f2-08,2,16,8,144,False,True,False,False
f2-10,2,16,8,294,False,True,False,False
f2-11,2,16,8,1245,False,True,False,False
f2-13,2,16,8,1630,False,True,False,False
f2-14,2,16,8,762,False,True,False,False
f2-16,2,16,8,1335,False,True,False,False
f2-17,2,16,8,154,False,True,False,True
f2-19,2,16,8,324,False,True,False,False
f2-20,2,16,8,576,True,True,True,False
f2-22,2,16,8,732,False,True,False,True
f2-23,2,16,8,315,False,True,False,False
f2-25,2,16,8,120,False,True,False,False
f2-26,2,16,8,1440,False,True,False,True
f2-28,2,16,8,1975,False,True,False,False
f2-29,2,16,8,289,False,True,False,False
f3-01,3,16,8,475,False,True,False,False
f3-02,3,16,8,66,False,True,False,False
f3-04,3,16,8,93,False,True,False,True
f3-05,3,16,8,26,False,True,False,False
f3-07,3,16,8,289,False,True,False,False
f3-08,3,16,8,392,False,True,False,True
f3-10,3,16,8,420,False,True,False,False
f3-11,3,16,8,175,False,True,False,False
f3-13,3,16,8,15,False,True,False,True
f3-14,3,16,8,382,False,True,False,True
f3-16,3,16,8,289,False,True,False,False
f3-17,3,16,8,975,True,True,True,False
f3-19,3,16,8,130,False,True,False,False
f3-20,3,16,8,529,True,True,True,False
f3-22,3,16,8,545,False,True,False,True
f3-23,3,16,8,650,False,True,False,True
f3-25,3,16,8,162,False,True,False,False
f3-26,3,16,8,85,False,True,False,False
f3-28,3,16,8,225,False,True,False,False
f3-29,3,16,8,84,False,True,False,False
f0-01,0,16,4,51,False,True,False,False
f0-02,0,16,4,55,False,True,False,True
f0-04,0,16,4,85,False,True,False,False
f0-05,0,16,4,50,False,True,True,True
f0-07,0,16,4,54,False,True,False,False
f0-08,0,16,4,40,False,True,False,True
f0-10,0,16,4,65,False,True,False,False
f0-11,0,16,4,30,False,True,False,True
f0-13,0,16,4,66,False,True,False,True
f0-14,0,16,4,58,False,True,False,False
f0-16,0,16,4,64,False,True,False,True
f0-17,0,16,4,35,False,True,False,True
f0-19,0,16,4,54,False,True,False,True
f0-20,0,16,4,62,False,True,False,True
f0-22,0,16,4,45,False,True,False,False
f0-23,0,16,4,31,True,True,False,True
f0-25,0,16,4,4,False,True,False,True
f0-26,0,16,4,50,False,True,False,True
f0-28,0,16,4,53,False,True,False,True
f0-29,0,16,4,44,False,True,False,True
f1-01,1,16,4,623,False,True,False,True
f1-02,1,16,4,465,False,True,False,True
f1-04,1,16,4,105,True,True,True,False
f1-05,1,16,4,225,False,True,False,False
f1-07,1,16,4,743,False,True,False,True
f1-08,1,16,4,435,False,True,True,True
f1-10,1,16,4,295,False,True,False,True
f1-11,1,16,4,42,False,True,False,False
f1-13,1,16,4,517,False,True,False,True
f1-14,1,16,4,1265,False,True,False,False
f1-16,1,16,4,361,False,True,False,False
f1-17,1,16,4,1245,False,True,False,False
f1-19,1,16,4,730,False,True,False,False
f1-20,1,16,4,173,False,True,True,True
f1-22,1,16,4,575,True,True,True,False
f1-23,1,16,4,330,False,True,False,True
f1-25,1,16,4,117,False,True,True,True
f1-26,1,16,4,361,False,True,False,False
f1-28,1,16,4,375,False,True,False,True
f1-29,1,16,4,783,False,True,True,True
f2-01,2,16,4,825,False,True,False,True
f2-02,2,16,4,710,False,True,False,True
f2-04,2,16,4,723,False,True,False,True
f2-05,2,16,4,724,False,True,False,True
f2-07,2,16,4,623,False,True,True,True
f2-08,2,16,4,144,False,True,False,False
f2-10,2,16,4,294,False,True,False,False
f2-11,2,16,4,1245,False,True,False,False
f2-13,2,16,4,1615,False,True,False,True
f2-14,2,16,4,802,False,True,False,True
f2-16,2,16,4,1335,False,True,False,False
f2-17,2,16,4,184,True,True,False,True
f2-19,2,16,4,351,False,True,False,True
f2-20,2,16,4,603,False,True,True,True
f2-22,2,16,4,686,False,True,False,True
f2-23,2,16,4,315,False,True,False,False
f2-25,2,16,4,130,True,True,False,True
f2-26,2,16,4,1453,False,True,False,True
f2-28,2,16,4,1973,False,True,False,True
f2-29,2,16,4,285,False,True,False,True
f3-01,3,16,4,475,False,True,False,False
f3-02,3,16,4,66,False,True,False,False
f3-04,3,16,4,113,False,True,False,True
f3-05,3,16,4,26,False,True,False,False
f3-07,3,16,4,315,False,True,False,True
f3-08,3,16,4,392,False,True,False,True
f3-10,3,16,4,375,False,True,False,True
f3-11,3,16,4,175,False,True,False,False
f3-13,3,16,4,15,False,True,False,True
f3-14,3,16,4,382,False,True,False,True
f3-16,3,16,4,292,False,True,False,True
f3-17,3,16,4,971,False,True,True,True
f3-19,3,16,4,154,False,True,False,True
f3-20,3,16,4,529,True,True,True,False
f3-22,3,16,4,530,False,True,False,True
f3-23,3,16,4,680,False,True,False,True
f3-25,3,16,4,157,False,True,False,True
f3-26,3,16,4,100,False,True,False,True
f3-28,3,16,4,243,False,True,False,True
f3-29,3,16,4,70,False,True,False,True
